,income,age
10004,60000,41
10005,60000,61
10006,80000,40
10007,80000,86
10008,20000,82
10009,100000,90
10010,80000,39
10011,20000,60
10012,40000,35
10013,20000,55
10014,80000,78
10015,80000,56
10016,40000,22
10017,40000,77
10018,40000,26
10019,80000,51
10020,100000,73
10021,20000,53
10022,20000,39
10023,20000,35
10024,40000,40
10025,20000,40
10026,60000,75
10027,60000,44
10028,80000,69
10029,20000,21
10030,60000,84
10031,80000,52
10032,60000,61
10033,20000,52
10034,100000,69
10035,40000,82
10036,80000,66
10037,20000,84
10038,20000,35
10039,100000,86
10040,60000,34
10041,100000,19
10042,60000,70
10043,80000,47
10044,40000,33
10045,60000,66
10046,100000,73
10047,80000,35
10048,80000,22
10049,40000,80
10050,40000,80
10051,20000,78
10052,40000,51
10053,20000,54
10054,80000,81
10055,40000,33
10056,20000,38
10057,20000,90
10058,60000,45
10059,100000,86
10060,60000,39
10061,60000,38
10062,20000,68
10063,60000,59
10064,100000,55
10065,100000,34
10066,80000,77
10067,40000,60
10068,20000,40
10069,60000,26
10070,20000,43
10071,60000,73
10072,60000,72
10073,40000,71
10074,80000,19
10075,20000,76
10076,100000,56
10077,100000,88
10078,60000,56
10079,40000,35
10080,100000,27
10081,40000,79
10082,100000,71
10083,20000,84
10084,100000,57
10085,60000,38
10086,60000,42
10087,20000,22
10088,60000,59
10089,80000,81
10090,80000,24
10091,20000,58
10092,40000,44
10093,80000,82
10094,40000,24
10095,60000,37
10096,100000,66
10097,100000,23
10098,80000,77
10099,20000,24
10100,20000,24
10101,100000,88
10102,60000,22
10103,100000,69
10104,80000,89
10105,80000,41
10106,100000,75
10107,40000,61
10108,80000,56
10109,60000,20
10110,80000,35
10111,60000,38
10112,100000,37
10113,80000,44
10114,20000,19
10115,40000,33
10116,80000,83
10117,100000,18
10118,100000,53
10119,40000,20
10120,20000,44
10121,40000,73
10122,100000,37
10123,100000,79
10124,20000,90
10125,80000,70
10126,80000,59
10127,20000,47
10128,60000,77
10129,60000,45
10130,100000,59
10131,80000,37
10132,60000,51
10133,80000,29
10134,80000,89
10135,40000,57
10136,80000,82
10137,60000,28
10138,80000,35
10139,100000,62
10140,100000,61
10141,40000,79
10142,100000,19
10143,40000,25
10144,20000,48
10145,20000,61
10146,20000,21
10147,40000,24
10148,60000,53
10149,40000,20
10150,20000,81
10151,100000,22
10152,80000,23
10153,80000,39
10154,40000,54
10155,20000,30
10156,100000,30
10157,100000,49
10158,20000,32
10159,80000,34
10160,100000,50
10161,40000,36
10162,20000,27
10163,80000,53
10164,80000,67
10165,40000,43
10166,40000,22
10167,100000,67
10168,40000,80
10169,60000,71
10170,20000,24
10171,60000,50
10172,20000,28
10173,20000,20
10174,80000,27
10175,60000,31
10176,20000,83
10177,100000,25
10178,20000,72
10179,80000,18
10180,60000,73
10181,100000,35
10182,100000,28
10183,100000,88
10184,100000,37
10185,40000,62
10186,100000,51
10187,40000,72
10188,20000,41
10189,20000,55
10190,100000,52
10191,40000,82
10192,20000,89
10193,80000,22
10194,20000,84
10195,60000,21
10196,20000,87
10197,40000,21
10198,100000,85
10199,40000,21
10200,80000,67
10201,80000,44
10202,80000,20
10203,100000,47
10204,20000,19
10205,20000,49
10206,60000,76
10207,80000,44
10208,60000,26
10209,60000,90
10210,80000,76
10211,40000,46
10212,100000,70
10213,100000,47
10214,20000,40
10215,80000,45
10216,20000,57
10217,40000,65
10218,60000,19
10219,20000,21
10220,20000,70
10221,80000,48
10222,40000,57
10223,100000,60
10224,40000,61
10225,80000,21
10226,100000,35
10227,80000,87
10228,60000,74
10229,100000,19
10230,80000,86
10231,80000,80
10232,80000,56
10233,80000,38
10234,60000,30
10235,40000,75
10236,80000,48
10237,60000,66
10238,80000,19
10239,20000,24
10240,80000,33
10241,60000,54
10242,100000,60
10243,40000,90
10244,20000,79
10245,60000,56
10246,20000,76
10247,40000,22
10248,80000,59
10249,80000,41
10250,20000,76
10251,100000,62
10252,40000,29
10253,20000,63
10254,40000,88
10255,80000,86
10256,40000,39
10257,100000,51
10258,40000,72
10259,40000,29
10260,60000,66
10261,40000,81
10262,60000,63
10263,40000,78
10264,40000,63
10265,80000,20
10266,40000,57
10267,40000,44
10268,80000,51
10269,40000,52
10270,60000,83
10271,80000,74
10272,20000,45
10273,100000,22
10274,80000,33
10275,60000,22
10276,20000,76
10277,20000,48
10278,100000,26
10279,100000,80
10280,20000,89
10281,100000,70
10282,60000,77
10283,100000,48
10284,60000,39
10285,100000,79
10286,60000,58
10287,60000,37
10288,60000,45
10289,100000,71
10290,60000,89
10291,80000,48
10292,80000,68
10293,60000,83
10294,60000,67
10295,40000,76
10296,40000,80
10297,60000,72
10298,80000,82
10299,100000,37
10300,80000,46
10301,20000,61
10302,20000,54
10303,40000,88
10304,40000,51
10305,60000,30
10306,40000,87
10307,60000,87
10308,60000,39
10309,100000,83
10310,40000,79
10311,20000,21
10312,60000,57
10313,100000,59
10314,80000,59
10315,40000,76
10316,20000,30
10317,100000,66
10318,40000,21
10319,40000,28
10320,60000,39
10321,40000,72
10322,20000,64
10323,60000,76
10324,40000,67
10325,80000,41
10326,100000,84
10327,60000,53
10328,60000,40
10329,40000,40
10330,60000,37
10331,60000,85
10332,100000,36
10333,20000,75
10334,60000,31
10335,40000,79
10336,60000,40
10337,100000,74
10338,40000,41
10339,100000,88
10340,60000,75
10341,80000,60
10342,60000,81
10343,80000,23
10344,40000,68
10345,80000,44
10346,80000,83
10347,60000,87
10348,40000,61
10349,20000,44
10350,60000,58
10351,80000,67
10352,100000,45
10353,20000,69
10354,40000,77
10355,100000,23
10356,60000,59
10357,40000,69
10358,80000,36
10359,100000,67
10360,20000,40
10361,40000,19
10362,80000,79
10363,60000,64
10364,60000,85
10365,40000,79
10366,80000,43
10367,60000,69
10368,40000,21
10369,60000,89
10370,80000,70
10371,100000,73
10372,20000,55
10373,40000,22
10374,100000,88
10375,20000,88
10376,80000,77
10377,60000,38
10378,80000,33
10379,40000,57
10380,40000,77
10381,80000,68
10382,80000,21
10383,60000,18
10384,20000,77
10385,40000,83
10386,60000,71
10387,20000,49
10388,60000,24
10389,80000,42
10390,40000,87
10391,20000,50
10392,100000,72
10393,80000,82
10394,80000,82
10395,40000,49
10396,20000,60
10397,20000,61
10398,60000,50
10399,20000,45
10400,80000,43
10401,80000,69
10402,20000,74
10403,100000,19
10404,80000,60
10405,20000,79
10406,80000,47
10407,20000,25
10408,80000,27
10409,40000,61
10410,80000,32
10411,60000,50
10412,20000,75
10413,60000,78
10414,20000,38
10415,40000,49
10416,100000,26
10417,100000,30
10418,100000,80
10419,100000,86
10420,100000,30
10421,20000,90
10422,20000,70
10423,100000,28
10424,20000,68
10425,100000,32
10426,100000,60
10427,20000,26
10428,20000,20
10429,80000,75
10430,40000,24
10431,40000,27
10432,60000,78
10433,80000,50
10434,20000,47
10435,80000,30
10436,60000,47
10437,100000,53
10438,60000,34
10439,20000,81
10440,60000,63
10441,60000,51
10442,20000,73
10443,60000,74
10444,60000,22
10445,100000,53
10446,40000,19
10447,20000,58
10448,100000,60
10449,100000,64
10450,60000,69
10451,100000,33
10452,80000,49
10453,80000,35
10454,80000,63
10455,20000,58
10456,40000,29
10457,20000,87
10458,80000,72
10459,60000,33
10460,60000,26
10461,20000,21
10462,100000,52
10463,100000,31
10464,100000,39
10465,80000,49
10466,100000,53
10467,20000,69
10468,60000,40
10469,100000,75
10470,40000,25
10471,100000,25
10472,60000,46
10473,60000,35
10474,60000,86
10475,100000,68
10476,60000,89
10477,80000,57
10478,100000,30
10479,60000,44
10480,60000,73
10481,20000,88
10482,20000,79
10483,40000,47
10484,20000,81
10485,100000,74
10486,100000,59
10487,80000,36
10488,60000,53
10489,60000,45
10490,80000,69
10491,20000,83
10492,100000,68
10493,100000,55
10494,40000,29
10495,60000,77
10496,60000,45
10497,60000,60
10498,100000,71
10499,80000,43
10500,40000,63
10501,80000,76
10502,100000,79
10503,40000,37
10504,20000,46
10505,100000,18
10506,20000,53
10507,40000,22
10508,80000,19
10509,100000,38
10510,60000,72
10511,20000,82
10512,80000,85
10513,20000,52
10514,100000,66
10515,100000,59
10516,60000,89
10517,80000,43
10518,40000,24
10519,80000,68
10520,60000,85
10521,60000,28
10522,60000,44
10523,60000,44
10524,100000,75
10525,40000,79
10526,60000,41
10527,80000,18
10528,100000,40
10529,60000,50
10530,40000,33
10531,100000,58
10532,60000,50
10533,100000,48
10534,40000,33
10535,20000,36
10536,20000,33
10537,60000,79
10538,60000,51
10539,40000,69
10540,20000,77
10541,40000,84
10542,60000,25
10543,40000,37
10544,40000,58
10545,60000,58
10546,40000,62
10547,80000,84
10548,60000,78
10549,100000,82
10550,80000,48
10551,80000,26
10552,40000,37
10553,40000,40
10554,80000,66
10555,100000,64
10556,60000,24
10557,40000,90
10558,20000,27
10559,60000,73
10560,20000,29
10561,80000,64
10562,60000,21
10563,20000,19
10564,80000,53
10565,40000,42
10566,20000,58
10567,60000,35
10568,20000,66
10569,60000,89
10570,60000,80
10571,20000,19
10572,60000,73
10573,20000,77
10574,60000,32
10575,80000,25
10576,100000,58
10577,60000,33
10578,60000,35
10579,100000,25
10580,80000,58
10581,60000,30
10582,20000,54
10583,60000,28
10584,100000,20
10585,40000,80
10586,40000,68
10587,100000,51
10588,80000,28
10589,60000,31
10590,20000,22
10591,60000,54
10592,40000,29
10593,60000,82
10594,100000,84
10595,100000,75
10596,40000,63
10597,40000,53
10598,100000,84
10599,100000,32
10600,100000,83
10601,100000,39
10602,60000,40
10603,20000,56
10604,40000,37
10605,60000,45
10606,80000,57
10607,80000,65
10608,40000,57
10609,80000,90
10610,20000,19
10611,20000,63
10612,80000,57
10613,100000,59
10614,100000,46
10615,60000,72
10616,40000,77
10617,20000,72
10618,20000,85
10619,40000,76
10620,40000,70
10621,40000,73
10622,80000,20
10623,100000,22
10624,40000,84
10625,20000,53
10626,20000,40
10627,80000,71
10628,100000,67
10629,60000,28
10630,80000,48
10631,60000,58
10632,100000,22
10633,80000,73
10634,80000,42
10635,100000,89
10636,40000,57
10637,60000,44
10638,60000,61
10639,40000,60
10640,60000,75
10641,40000,67
10642,40000,27
10643,40000,70
10644,60000,61
10645,60000,66
10646,40000,21
10647,100000,31
10648,60000,24
10649,40000,22
10650,60000,81
10651,20000,50
10652,60000,81
10653,60000,79
10654,80000,45
10655,80000,77
10656,20000,18
10657,20000,18
10658,20000,67
10659,80000,81
10660,20000,28
10661,80000,89
10662,60000,82
10663,100000,41
10664,40000,38
10665,80000,43
10666,20000,82
10667,80000,57
10668,100000,56
10669,100000,81
10670,80000,54
10671,40000,29
10672,60000,44
10673,40000,64
10674,20000,27
10675,80000,28
10676,60000,21
10677,60000,81
10678,40000,79
10679,80000,70
10680,40000,21
10681,20000,86
10682,60000,30
10683,40000,78
10684,80000,27
10685,100000,62
10686,60000,82
10687,100000,61
10688,60000,73
10689,60000,19
10690,80000,29
10691,40000,75
10692,60000,25
10693,40000,89
10694,60000,78
10695,80000,36
10696,80000,69
10697,60000,81
10698,20000,36
10699,80000,37
10700,20000,60
10701,20000,53
10702,20000,79
10703,60000,46
10704,100000,63
10705,60000,58
10706,60000,88
10707,100000,45
10708,80000,63
10709,60000,24
10710,60000,64
10711,20000,46
10712,60000,32
10713,40000,86
10714,40000,57
10715,60000,73
10716,20000,26
10717,60000,24
10718,60000,59
10719,60000,29
10720,60000,58
10721,80000,55
10722,40000,36
10723,100000,74
10724,100000,57
10725,60000,78
10726,80000,19
10727,40000,45
10728,100000,89
10729,60000,39
10730,100000,55
10731,100000,86
10732,80000,40
10733,100000,51
10734,80000,81
10735,40000,24
10736,80000,33
10737,20000,72
10738,20000,27
10739,20000,77
10740,20000,73
10741,60000,84
10742,40000,65
10743,20000,81
10744,60000,64
10745,40000,71
10746,20000,18
10747,40000,59
10748,80000,52
10749,100000,80
10750,100000,63
10751,40000,19
10752,20000,49
10753,80000,47
10754,20000,45
10755,40000,74
10756,40000,55
10757,60000,77
10758,60000,80
10759,80000,40
10760,100000,27
10761,100000,72
10762,100000,47
10763,20000,81
10764,60000,64
10765,40000,31
10766,20000,19
10767,80000,40
10768,80000,74
10769,60000,23
10770,60000,40
10771,60000,43
10772,40000,65
10773,80000,90
10774,40000,19
10775,20000,51
10776,40000,46
10777,20000,72
10778,60000,63
10779,40000,23
10780,40000,85
10781,60000,41
10782,40000,20
10783,40000,58
10784,20000,49
10785,80000,45
10786,40000,54
10787,40000,31
10788,40000,34
10789,20000,34
10790,100000,51
10791,20000,85
10792,100000,24
10793,20000,68
10794,100000,55
10795,40000,76
10796,40000,28
10797,40000,65
10798,100000,49
10799,20000,21
10800,40000,52
10801,40000,68
10802,100000,19
10803,20000,25
10804,60000,20
10805,100000,18
10806,40000,76
10807,100000,76
10808,20000,77
10809,100000,70
10810,60000,44
10811,60000,20
10812,60000,58
10813,80000,78
10814,20000,59
10815,100000,35
10816,100000,82
10817,20000,21
10818,100000,54
10819,40000,27
10820,80000,79
10821,100000,75
10822,40000,41
10823,60000,54
10824,80000,74
10825,40000,70
10826,100000,34
10827,60000,28
10828,80000,28
10829,100000,51
10830,20000,23
10831,60000,34
10832,80000,85
10833,40000,50
10834,100000,65
10835,40000,42
10836,60000,42
10837,60000,45
10838,100000,81
10839,20000,22
10840,20000,76
10841,20000,44
10842,80000,67
10843,100000,42
10844,20000,71
10845,80000,51
10846,60000,74
10847,100000,18
10848,100000,54
10849,100000,58
10850,40000,34
10851,40000,89
10852,40000,72
10853,40000,88
10854,100000,77
10855,60000,66
10856,60000,90
10857,80000,86
10858,80000,70
10859,60000,34
10860,60000,52
10861,60000,64
10862,100000,83
10863,20000,68
10864,60000,49
10865,80000,42
10866,40000,40
10867,40000,55
10868,60000,25
10869,60000,40
10870,20000,20
10871,60000,57
10872,100000,27
10873,60000,51
10874,80000,42
10875,100000,82
10876,20000,37
10877,60000,79
10878,100000,83
10879,80000,22
10880,80000,45
10881,20000,64
10882,20000,68
10883,80000,56
10884,100000,36
10885,20000,49
10886,100000,58
10887,40000,82
10888,80000,82
10889,60000,89
10890,100000,35
10891,40000,38
10892,100000,37
10893,100000,59
10894,20000,83
10895,80000,80
10896,40000,59
10897,40000,66
10898,60000,87
10899,100000,34
10900,60000,44
10901,100000,57
10902,100000,76
10903,20000,68
10904,60000,46
10905,100000,66
10906,40000,23
10907,80000,24
10908,60000,77
10909,80000,82
10910,80000,44
10911,100000,71
10912,80000,56
10913,100000,67
10914,60000,80
10915,20000,88
10916,60000,39
10917,100000,66
10918,100000,71
10919,40000,48
10920,100000,29
10921,100000,41
10922,60000,77
10923,40000,39
10924,80000,33
10925,80000,60
10926,40000,43
10927,100000,66
10928,40000,64
10929,60000,76
10930,100000,35
10931,80000,44
10932,20000,27
10933,80000,62
10934,60000,81
10935,80000,72
10936,80000,21
10937,80000,18
10938,60000,47
10939,40000,24
10940,40000,49
10941,20000,78
10942,20000,48
10943,20000,45
10944,60000,52
10945,20000,41
10946,60000,44
10947,20000,50
10948,40000,37
10949,100000,67
10950,40000,73
10951,60000,81
10952,40000,41
10953,20000,56
10954,60000,87
10955,60000,89
10956,100000,87
10957,20000,79
10958,20000,29
10959,60000,55
10960,40000,65
10961,80000,76
10962,40000,47
10963,60000,74
10964,100000,67
10965,100000,81
10966,100000,90
10967,40000,39
10968,80000,54
10969,20000,69
10970,60000,33
10971,80000,22
10972,20000,88
10973,100000,76
10974,80000,21
10975,80000,20
10976,40000,28
10977,40000,29
10978,100000,57
10979,40000,41
10980,60000,24
10981,80000,87
10982,60000,42
10983,80000,38
10984,60000,24
10985,40000,60
10986,100000,90
10987,40000,47
10988,60000,55
10989,40000,53
10990,20000,19
10991,100000,45
10992,100000,21
10993,80000,82
10994,20000,90
10995,40000,25
10996,80000,22
10997,60000,57
10998,80000,59
10999,20000,46
11000,40000,89
11001,80000,56
11002,40000,20
11003,20000,35
11004,80000,63
11005,60000,46
11006,20000,88
11007,40000,66
11008,40000,35
11009,20000,63
11010,100000,38
11011,20000,47
11012,80000,72
11013,60000,50
11014,20000,40
11015,20000,34
11016,100000,79
11017,60000,50
11018,100000,80
11019,100000,21
11020,40000,67
11021,60000,34
11022,40000,52
11023,20000,45
11024,40000,77
11025,60000,72
11026,40000,18
11027,40000,64
11028,20000,86
11029,60000,31
11030,100000,33
11031,60000,51
11032,80000,79
11033,40000,26
11034,80000,58
11035,20000,78
11036,40000,30
11037,40000,44
11038,60000,25
11039,20000,47
11040,20000,24
11041,80000,65
11042,60000,62
11043,100000,64
11044,40000,47
11045,20000,69
11046,60000,65
11047,40000,37
11048,100000,42
11049,80000,48
11050,20000,20
11051,20000,22
11052,20000,23
11053,100000,86
11054,100000,53
11055,80000,54
11056,100000,63
11057,80000,27
11058,60000,66
11059,60000,81
11060,40000,58
11061,20000,31
11062,20000,57
11063,80000,62
11064,20000,47
11065,100000,77
11066,100000,19
11067,20000,20
11068,60000,81
11069,20000,46
11070,100000,38
11071,40000,83
11072,100000,25
11073,100000,87
11074,20000,39
11075,20000,55
11076,80000,82
11077,80000,65
11078,40000,41
11079,100000,19
11080,80000,59
11081,60000,21
11082,100000,28
11083,80000,63
11084,100000,64
11085,100000,73
11086,100000,49
11087,100000,51
11088,100000,30
11089,20000,45
11090,20000,33
11091,60000,59
11092,100000,59
11093,80000,62
11094,20000,45
11095,100000,63
11096,100000,88
11097,40000,52
11098,60000,79
11099,40000,76
11100,80000,46
11101,20000,69
11102,20000,32
11103,40000,48
11104,40000,58
11105,80000,48
11106,40000,21
11107,60000,78
11108,40000,81
11109,100000,45
11110,80000,66
11111,80000,51
11112,60000,86
11113,40000,29
11114,80000,85
11115,60000,77
11116,100000,25
11117,40000,86
11118,20000,69
11119,40000,76
11120,40000,24
11121,80000,43
11122,100000,78
11123,80000,58
11124,100000,43
11125,100000,44
11126,20000,88
11127,60000,28
11128,40000,48
11129,80000,37
11130,100000,77
11131,40000,61
11132,60000,22
11133,80000,18
11134,20000,60
11135,60000,90
11136,100000,77
11137,100000,61
11138,100000,54
11139,60000,22
11140,20000,41
11141,100000,18
11142,40000,53
11143,100000,65
11144,80000,34
11145,40000,25
11146,80000,51
11147,80000,47
11148,40000,81
11149,80000,85
11150,20000,40
11151,60000,38
11152,80000,65
11153,100000,46
11154,40000,50
11155,40000,63
11156,40000,25
11157,80000,82
11158,80000,65
11159,80000,62
11160,60000,82
11161,60000,72
11162,60000,81
11163,60000,42
11164,60000,51
11165,40000,63
11166,40000,82
11167,100000,60
11168,100000,73
11169,60000,63
11170,40000,74
11171,60000,66
11172,40000,60
11173,60000,26
11174,60000,88
11175,40000,79
11176,60000,79
11177,40000,34
11178,40000,37
11179,60000,83
11180,80000,58
11181,20000,77
11182,40000,23
11183,20000,41
11184,20000,80
11185,100000,63
11186,60000,64
11187,40000,58
11188,80000,41
11189,60000,77
11190,80000,42
11191,40000,34
11192,60000,53
11193,80000,60
11194,80000,22
11195,60000,54
11196,20000,32
11197,80000,67
11198,100000,69
11199,40000,28
11200,80000,26
11201,100000,48
11202,100000,53
11203,80000,19
11204,60000,72
11205,60000,55
11206,40000,55
11207,20000,73
11208,80000,27
11209,20000,43
11210,100000,68
11211,100000,84
11212,100000,39
11213,40000,62
11214,40000,71
11215,60000,36
11216,80000,55
11217,100000,24
11218,60000,71
11219,20000,83
11220,20000,89
11221,60000,79
11222,40000,48
11223,20000,32
11224,100000,34
11225,40000,65
11226,40000,63
11227,80000,56
11228,100000,70
11229,60000,35
11230,80000,50
11231,20000,23
11232,60000,25
11233,80000,74
11234,80000,26
11235,100000,69
11236,100000,66
11237,80000,20
11238,80000,47
11239,80000,36
11240,80000,56
11241,100000,35
11242,100000,73
11243,20000,52
11244,60000,84
11245,60000,45
11246,100000,25
11247,20000,54
11248,80000,72
11249,80000,87
11250,40000,68
11251,100000,88
11252,60000,26
11253,60000,62
11254,100000,24
11255,80000,26
11256,100000,55
11257,80000,69
11258,60000,26
11259,100000,51
11260,100000,34
11261,20000,71
11262,20000,45
11263,20000,88
11264,20000,59
11265,20000,34
11266,40000,57
11267,20000,56
11268,60000,46
11269,80000,78
11270,60000,29
11271,80000,20
11272,40000,64
11273,40000,58
11274,40000,56
11275,20000,44
11276,20000,54
11277,20000,29
11278,60000,36
11279,80000,36
11280,40000,60
11281,80000,32
11282,80000,76
11283,40000,73
11284,60000,80
11285,40000,24
11286,20000,39
11287,40000,72
11288,40000,73
11289,100000,64
11290,80000,35
11291,100000,55
11292,100000,63
11293,100000,49
11294,100000,38
11295,60000,82
11296,40000,63
11297,40000,35
11298,100000,84
11299,80000,37
11300,40000,32
11301,60000,18
11302,20000,64
11303,40000,35
11304,20000,85
11305,100000,61
11306,100000,83
11307,80000,28
11308,80000,54
11309,60000,26
11310,100000,25
11311,60000,78
11312,40000,83
11313,100000,54
11314,60000,51
11315,20000,60
11316,40000,68
11317,60000,25
11318,40000,40
11319,100000,32
11320,20000,52
11321,100000,87
11322,60000,54
11323,60000,49
11324,40000,41
11325,20000,44
11326,100000,49
11327,80000,21
11328,40000,63
11329,20000,33
11330,60000,25
11331,80000,43
11332,80000,40
11333,20000,77
11334,60000,47
11335,100000,34
11336,60000,87
11337,20000,73
11338,100000,80
11339,80000,43
11340,60000,48
11341,40000,56
11342,80000,55
11343,100000,42
11344,60000,40
11345,20000,46
11346,60000,36
11347,60000,63
11348,40000,90
11349,40000,38
11350,100000,34
11351,80000,81
11352,20000,46
11353,20000,37
11354,20000,57
11355,100000,80
11356,80000,33
11357,100000,50
11358,80000,35
11359,60000,33
11360,40000,18
11361,80000,87
11362,20000,38
11363,60000,66
11364,40000,28
11365,80000,56
11366,80000,77
11367,100000,29
11368,80000,76
11369,40000,54
11370,60000,24
11371,60000,63
11372,40000,60
11373,80000,25
11374,60000,79
11375,100000,41
11376,40000,77
11377,20000,73
11378,80000,50
11379,80000,33
11380,80000,62
11381,40000,65
11382,60000,42
11383,80000,80
11384,20000,67
11385,20000,48
11386,80000,59
11387,60000,68
11388,100000,25
11389,40000,61
11390,60000,34
11391,20000,37
11392,40000,82
11393,40000,25
11394,20000,53
11395,100000,35
11396,40000,60
11397,80000,82
11398,20000,84
11399,60000,27
11400,60000,23
11401,80000,19
11402,80000,68
11403,80000,48
11404,60000,24
11405,40000,33
11406,100000,19
11407,40000,68
11408,60000,81
11409,80000,73
11410,80000,81
11411,20000,60
11412,60000,47
11413,80000,55
11414,100000,76
11415,40000,41
11416,40000,56
11417,60000,46
11418,80000,70
11419,80000,31
11420,80000,75
11421,20000,75
11422,80000,68
11423,40000,26
11424,20000,66
11425,100000,88
11426,20000,89
11427,40000,46
11428,60000,36
11429,20000,62
11430,100000,28
11431,40000,46
11432,80000,40
11433,60000,33
11434,100000,44
11435,80000,59
11436,100000,49
11437,60000,32
11438,80000,51
11439,100000,39
11440,40000,63
11441,60000,75
11442,40000,87
11443,60000,61
11444,40000,80
11445,100000,52
11446,40000,39
11447,80000,66
11448,100000,34
11449,80000,18
11450,40000,84
11451,80000,52
11452,80000,64
11453,80000,24
11454,40000,73
11455,80000,39
11456,20000,21
11457,40000,62
11458,40000,75
11459,60000,68
11460,20000,39
11461,100000,65
11462,100000,79
11463,20000,30
11464,40000,43
11465,20000,48
11466,60000,33
11467,100000,83
11468,100000,70
11469,20000,70
11470,80000,31
11471,100000,42
11472,60000,32
11473,80000,54
11474,100000,75
11475,80000,27
11476,100000,20
11477,80000,23
11478,80000,70
11479,100000,87
11480,20000,26
11481,60000,66
11482,60000,80
11483,60000,86
11484,60000,34
11485,100000,88
11486,60000,68
11487,20000,74
11488,20000,66
11489,60000,50
11490,20000,53
11491,40000,46
11492,20000,90
11493,100000,84
11494,20000,26
11495,40000,36
11496,60000,73
11497,40000,49
11498,80000,21
11499,40000,79
11500,40000,70
11501,20000,20
11502,80000,34
11503,60000,41
11504,80000,38
11505,100000,77
11506,40000,70
11507,60000,46
11508,80000,90
11509,100000,73
11510,100000,35
11511,40000,57
11512,100000,37
11513,100000,70
11514,20000,32
11515,80000,59
11516,100000,62
11517,100000,71
11518,100000,63
11519,40000,35
11520,20000,33
11521,40000,49
11522,80000,80
11523,100000,87
11524,40000,36
11525,60000,26
11526,20000,50
11527,40000,84
11528,60000,39
11529,80000,48
11530,20000,41
11531,20000,42
11532,80000,65
11533,60000,72
11534,20000,24
11535,20000,88
11536,100000,80
11537,60000,51
11538,60000,39
11539,80000,48
11540,60000,28
11541,60000,50
11542,40000,86
11543,40000,44
11544,80000,61
11545,60000,24
11546,20000,58
11547,60000,20
11548,80000,82
11549,40000,30
11550,80000,81
11551,20000,81
11552,100000,28
11553,100000,49
11554,60000,90
11555,80000,81
11556,100000,21
11557,40000,88
11558,40000,68
11559,40000,61
11560,20000,33
11561,40000,39
11562,60000,18
11563,60000,87
11564,80000,28
11565,80000,31
11566,60000,18
11567,60000,85
11568,20000,60
11569,20000,67
11570,60000,37
11571,80000,42
11572,60000,27
11573,20000,48
11574,80000,54
11575,60000,25
11576,100000,61
11577,80000,34
11578,20000,76
11579,20000,90
11580,40000,74
11581,20000,28
11582,40000,41
11583,20000,75
11584,60000,86
11585,80000,68
11586,20000,43
11587,60000,35
11588,100000,46
11589,20000,68
11590,20000,20
11591,20000,23
11592,80000,39
11593,60000,70
11594,20000,77
11595,80000,22
11596,40000,51
11597,80000,86
11598,80000,59
11599,80000,71
11600,80000,34
11601,60000,26
11602,20000,77
11603,40000,21
11604,80000,52
11605,40000,23
11606,40000,53
11607,100000,40
11608,60000,71
11609,80000,81
11610,80000,86
11611,80000,80
11612,60000,53
11613,60000,65
11614,100000,49
11615,60000,89
11616,60000,40
11617,20000,39
11618,60000,36
11619,60000,69
11620,100000,76
11621,40000,23
11622,60000,78
11623,60000,86
11624,20000,53
11625,80000,72
11626,40000,25
11627,40000,76
11628,80000,18
11629,60000,80
11630,40000,69
11631,80000,74
11632,60000,61
11633,40000,66
11634,60000,62
11635,20000,60
11636,20000,76
11637,40000,39
11638,20000,64
11639,60000,78
11640,80000,26
11641,100000,38
11642,60000,21
11643,20000,31
11644,20000,57
11645,100000,74
11646,60000,75
11647,80000,26
11648,100000,69
11649,80000,56
11650,80000,44
11651,20000,47
11652,100000,34
11653,20000,49
11654,80000,42
11655,80000,69
11656,80000,86
11657,40000,58
11658,60000,26
11659,40000,60
11660,40000,70
11661,40000,78
11662,60000,45
11663,60000,20
11664,60000,80
11665,40000,87
11666,20000,33
11667,80000,84
11668,20000,90
11669,20000,23
11670,100000,40
11671,100000,40
11672,80000,47
11673,80000,62
11674,80000,80
11675,40000,46
11676,20000,72
11677,100000,86
11678,80000,84
11679,100000,79
11680,20000,37
11681,20000,19
11682,60000,46
11683,100000,90
11684,80000,45
11685,100000,71
11686,60000,21
11687,60000,44
11688,80000,83
11689,20000,44
11690,80000,42
11691,40000,81
11692,60000,72
11693,60000,57
11694,60000,52
11695,100000,90
11696,100000,69
11697,40000,20
11698,40000,56
11699,60000,67
11700,80000,45
11701,40000,37
11702,80000,54
11703,60000,51
11704,80000,64
11705,60000,35
11706,100000,29
11707,20000,25
11708,60000,43
11709,20000,29
11710,80000,67
11711,60000,75
11712,80000,59
11713,80000,43
11714,60000,76
11715,20000,42
11716,40000,20
11717,100000,29
11718,40000,72
11719,60000,67
11720,20000,88
11721,40000,32
11722,80000,23
11723,20000,79
11724,20000,33
11725,60000,43
11726,80000,46
11727,80000,61
11728,100000,79
11729,100000,70
11730,40000,19
11731,40000,39
11732,100000,82
11733,80000,45
11734,80000,38
11735,100000,89
11736,100000,66
11737,80000,41
11738,20000,87
11739,80000,72
11740,60000,77
11741,60000,53
11742,60000,73
11743,20000,43
11744,20000,31
11745,80000,85
11746,20000,39
11747,20000,34
11748,80000,26
11749,80000,34
11750,40000,70
11751,80000,28
11752,100000,75
