,customerid,products_per_customer
3642,13429,1
3643,5432,18
3644,12343,6
3645,7119,2
3646,3848,12
3647,4558,7
3648,16427,15
3649,17329,2
3650,10041,4
3651,18518,7
3652,11860,1
3653,1337,4
3654,3132,9
3655,1209,9
3656,4377,3
3657,10263,3
3658,13910,7
3659,3705,9
3660,3920,7
3661,10929,1
3662,5250,5
3663,16985,2
3664,2096,6
3665,883,1
3666,7709,3
3667,15582,11
3668,19428,9
3669,19299,2
3670,3727,4
3671,15660,8
3672,14500,8
3673,9876,10
3674,12260,7
3675,8026,4
3676,6187,9
3677,647,6
3678,12793,6
3679,7823,2
3680,3739,7
3681,3750,14
3682,19568,7
3683,234,1
3684,14611,9
3685,8673,7
3686,11080,9
3687,17239,7
3688,5064,8
3689,17562,2
3690,14481,7
3691,5076,20
3692,7185,1
3693,6047,1
3694,14566,8
3695,16709,2
3696,8761,10
3697,5672,7
3698,9077,8
3699,9304,4
3700,15743,6
3701,19501,1
3702,3923,5
3703,18515,6
3704,5341,7
3705,5953,10
3706,7448,6
3707,10512,4
3708,6496,7
3709,9839,1
3710,9883,4
3711,15301,2
3712,6530,9
3713,15096,4
3714,6476,4
3715,15566,8
3716,9576,9
3717,10065,7
3718,2556,7
3719,734,5
3720,13015,12
3721,1563,15
3722,18708,7
3723,17725,6
3724,11226,2
3725,12526,9
3726,18622,1
3727,19002,3
3728,2632,6
3729,2018,1
3730,13072,6
3731,478,7
3732,8253,7
3733,13961,8
3734,7574,5
3735,7666,6
3736,10208,9
3737,16849,2
3738,11891,5
3739,9443,7
3740,15297,4
3741,4553,5
3742,5524,3
3743,17375,7
3744,8406,7
3745,19280,3
3746,19386,3
3747,11405,5
3748,8844,17
3749,13326,3
3750,13304,1
3751,5467,7
3752,12020,14
3753,11916,8
3754,2284,11
3755,18051,6
3756,12918,9
3757,17926,8
3758,15972,5
3759,19873,9
3760,14791,9
3761,13748,7
3762,16961,8
3763,14026,2
3764,5838,9
3765,16655,5
3766,6032,2
3767,6854,8
3768,2837,5
3769,15116,1
3770,19040,16
3771,15071,2
3772,4795,9
3773,4266,6
3774,686,3
3775,14340,9
3776,18104,9
3777,8702,7
3778,6262,13
3779,14240,8
3780,15108,2
3781,5329,3
3782,974,1
3783,13754,3
3784,19398,7
3785,17820,8
3786,6029,3
3787,19986,2
3788,7933,1
3789,9280,3
3790,7718,3
3791,14079,14
3792,6457,9
3793,93,3
3794,1993,9
3795,19262,1
3796,9831,9
3797,12780,1
3798,3341,6
3799,10843,12
3800,13768,5
3801,6981,14
3802,19356,12
3803,10334,2
3804,3629,1
3805,17088,15
3806,609,5
3807,195,7
3808,1529,21
3809,16168,6
3810,19138,10
3811,13723,8
3812,11716,1
3813,14994,1
3814,1744,7
3815,4940,11
3816,16597,1
3817,2994,4
3818,5683,6
3819,15785,16
3820,4592,3
3821,12590,2
3822,12327,7
3823,12235,1
3824,17748,2
3825,14280,9
3826,2490,5
3827,892,1
3828,7945,8
3829,1083,11
3830,8483,11
3831,15882,9
3832,8643,9
3833,1675,9
3834,8831,7
3835,14145,20
3836,13351,2
3837,14256,9
3838,13968,4
3839,13421,9
3840,16431,5
3841,6359,8
3842,17271,5
3843,5060,1
3844,10634,31
3845,3185,18
3846,7834,5
3847,15701,3
3848,6702,1
3849,1356,10
3850,994,3
3851,17264,10
3852,8319,8
3853,18583,7
3854,17386,2
3855,11219,8
3856,13538,6
3857,1010,8
3858,8153,8
3859,5589,5
3860,19043,13
3861,6578,5
3862,795,7
3863,6384,5
3864,17301,5
3865,14756,3
3866,10377,8
3867,5193,7
3868,16606,15
3869,13338,4
3870,4646,7
3871,6225,8
3872,6848,1
3873,3480,8
3874,11256,2
3875,2565,9
3876,19890,5
3877,4898,7
3878,5011,2
3879,15356,5
3880,1234,1
3881,12073,3
3882,389,9
3883,19917,1
3884,19821,8
3885,10182,2
3886,5850,6
3887,16279,8
3888,1471,9
3889,19905,5
3890,14022,5
3891,6371,6
3892,12681,6
3893,2382,2
3894,518,6
3895,17012,5
3896,6690,3
3897,6746,13
3898,16681,1
3899,11545,7
3900,13444,9
3901,6821,1
3902,2542,7
3903,16229,8
3904,2612,9
3905,14220,6
3906,5832,10
3907,6997,5
3908,16149,1
3909,4848,1
3910,8343,4
3911,2442,12
3912,8719,8
3913,18239,10
3914,3958,6
3915,3317,5
3916,14177,8
3917,12875,6
3918,3064,8
3919,8335,5
3920,12637,7
3921,1624,4
3922,9601,6
3923,10215,11
3924,353,6
3925,4568,16
3926,5148,9
3927,13298,1
3928,8760,4
3929,11355,2
3930,19556,5
3931,14816,2
3932,18797,7
3933,3995,2
3934,4603,3
3935,2863,4
3936,19993,5
3937,17201,6
3938,19252,4
3939,1241,1
3940,3217,1
3941,11528,7
3942,11969,4
3943,102,5
3944,18523,10
3945,13599,5
3946,6466,3
3947,7260,11
3948,11300,7
3949,12278,3
3950,15044,7
3951,11457,4
3952,9585,5
3953,16445,9
3954,19552,9
3955,8779,9
3956,5314,11
3957,12908,2
3958,6973,14
3959,11721,9
3960,5234,8
3961,704,12
3962,16254,12
3963,13336,13
3964,1559,7
3965,13637,16
3966,19816,9
3967,8148,7
3968,7443,16
3969,9646,8
3970,5955,9
3971,2046,3
3972,14988,6
3973,4726,16
3974,14499,6
3975,6464,9
3976,3368,8
3977,14368,2
3978,3528,5
3979,1736,6
3980,6205,6
3981,15195,7
3982,2460,4
3983,17378,4
3984,3934,5
3985,9911,9
3986,2771,6
3987,1037,5
3988,16318,6
3989,87,9
3990,9751,12
3991,1300,7
3992,5930,3
3993,394,3
3994,14442,6
3995,18096,12
3996,9798,6
3997,4695,7
3998,7837,6
3999,8331,9
4000,14642,7
4001,3429,8
4002,8197,20
4003,12934,8
4004,7665,4
4005,14043,13
4006,2595,16
4007,2846,26
4008,424,8
4009,10947,1
4010,12119,8
4011,2443,6
4012,11443,7
4013,12473,9
4014,1612,3
4015,4701,7
4016,1854,3
4017,12564,2
4018,17766,8
4019,7334,8
4020,6437,9
4021,12295,11
4022,11941,17
4023,9271,3
4024,11470,2
4025,10543,4
4026,7644,8
4027,15217,9
4028,10128,8
4029,10827,5
4030,5168,8
4031,2783,7
4032,6276,5
4033,3307,14
4034,15007,9
4035,12293,7
4036,17032,7
4037,16405,1
4038,12614,5
4039,15987,15
4040,3466,9
4041,11949,4
4042,18727,15
4043,8472,9
4044,3775,5
4045,13130,3
4046,13367,10
4047,9973,9
4048,13834,7
4049,7781,2
4050,17793,2
4051,11306,4
4052,19572,9
4053,5066,11
4054,1519,4
4055,17720,5
4056,13046,10
4057,5235,1
4058,19136,6
4059,2992,12
4060,18180,7
4061,16545,5
4062,14555,13
4063,5351,4
4064,19583,22
4065,5367,3
4066,8210,4
4067,331,5
4068,13790,4
4069,18540,12
4070,913,11
4071,599,2
4072,15985,4
4073,9896,8
4074,16158,7
4075,7701,8
4076,8927,4
4077,14688,6
4078,16710,8
4079,16455,6
4080,18741,5
4081,7036,14
4082,14126,1
4083,15922,12
4084,19571,1
4085,4962,3
4086,14887,2
4087,15830,3
4088,6491,6
4089,201,12
4090,2643,8
4091,8313,20
4092,6580,7
4093,2265,2
4094,13034,1
4095,10604,5
4096,12375,2
4097,18185,8
4098,920,4
4099,14588,18
4100,10770,8
4101,9187,10
4102,11113,9
4103,12939,4
4104,17411,6
4105,15639,2
4106,12924,7
4107,10791,1
4108,3862,4
4109,16718,5
4110,15106,3
4111,5659,8
4112,16771,15
4113,6312,9
4114,1053,8
4115,19884,4
4116,9791,1
4117,16296,9
4118,15028,3
4119,3393,6
4120,13924,4
4121,9902,17
4122,9097,8
4123,9930,7
4124,11070,3
4125,8900,8
4126,15167,8
4127,7270,9
4128,17975,9
4129,13505,9
4130,6350,7
4131,8334,15
4132,19866,4
4133,8824,7
4134,4398,2
4135,16551,5
4136,4485,6
4137,727,2
4138,14005,7
4139,7125,5
4140,1405,2
4141,8116,6
4142,12451,2
4143,1231,9
4144,110,4
4145,19221,8
4146,9033,15
4147,1388,8
4148,2976,16
4149,10821,6
4150,1315,12
4151,10285,6
4152,2687,12
4153,9830,11
4154,14083,7
4155,6823,6
4156,3124,2
4157,14656,7
4158,4556,13
4159,19018,3
4160,2361,3
4161,14635,1
4162,3227,14
4163,10381,7
4164,6826,3
4165,18124,1
4166,19735,8
4167,8143,7
4168,17278,12
4169,18114,3
4170,8467,15
4171,5287,7
4172,10457,17
4173,4329,10
4174,18619,1
4175,10155,9
4176,7817,9
4177,7378,17
4178,5470,9
4179,18703,5
4180,17373,1
4181,522,1
4182,18674,5
4183,13619,2
4184,13216,6
4185,14892,6
4186,7139,9
4187,2613,8
4188,5786,9
4189,9460,7
4190,7516,9
4191,1948,9
4192,7080,2
4193,741,12
4194,1743,7
4195,18512,3
4196,6270,1
4197,2848,8
4198,11258,2
4199,6958,6
4200,6361,4
4201,10156,10
4202,4247,8
4203,21,5
4204,13603,11
4205,1814,3
4206,8151,4
4207,7493,16
4208,4600,8
4209,6769,5
4210,7481,3
4211,9052,11
4212,1832,11
4213,7380,9
4214,17479,20
4215,635,5
4216,2893,15
4217,8984,7
4218,16308,3
4219,17031,6
4220,12062,2
4221,10405,12
4222,14463,1
4223,2252,6
4224,15471,7
4225,17359,2
4226,17639,10
4227,10812,5
4228,13678,13
4229,16575,1
4230,11220,4
4231,4586,7
4232,9922,6
4233,2084,6
4234,13465,1
4235,13549,7
4236,3973,1
4237,2708,18
4238,14323,2
4239,16726,9
4240,11285,9
4241,15029,3
4242,5365,2
4243,14947,10
4244,12596,3
4245,19183,4
4246,10243,8
4247,17912,8
4248,13387,6
4249,6895,7
4250,7440,8
4251,12304,10
4252,16766,14
4253,19960,4
4254,9520,8
4255,2367,5
4256,4729,5
4257,11845,13
4258,3560,6
4259,7539,4
4260,4389,14
4261,12463,10
4262,10066,5
4263,6553,6
4264,16096,8
4265,18508,9
4266,14031,6
4267,1019,8
4268,2350,9
4269,11439,18
4270,7167,9
4271,2635,5
4272,136,14
4273,18063,1
4274,10016,6
4275,10555,16
4276,6304,9
4277,4655,5
4278,5789,4
4279,11145,2
4280,16032,3
4281,10111,7
4282,9541,8
4283,403,12
4284,16790,8
4285,3280,7
4286,17851,12
4287,8911,2
4288,13198,4
4289,1643,1
4290,2744,3
4291,17612,3
4292,13183,9
4293,1339,10
4294,11851,8
4295,3648,8
4296,13618,1
4297,10804,7
4298,3760,9
4299,18573,6
4300,2550,6
4301,7308,4
4302,12921,4
4303,14486,4
4304,5913,1
4305,3990,9
4306,959,13
4307,18233,5
4308,4381,4
4309,8959,1
4310,3736,7
4311,1187,8
4312,9819,9
4313,8510,2
4314,10688,7
4315,17835,8
4316,11521,6
4317,4964,4
4318,2355,3
4319,957,6
4320,1065,7
4321,197,4
4322,5279,6
4323,18183,4
4324,11462,2
4325,13955,6
4326,6533,4
4327,4991,2
4328,1536,2
4329,5957,8
4330,12846,3
4331,7498,6
4332,11520,9
4333,4970,14
4334,1236,1
4335,2014,8
4336,6755,1
4337,4728,9
4338,10021,1
4339,420,15
4340,6914,6
4341,15282,4
4342,13581,8
4343,3803,2
4344,4891,7
4345,4850,13
4346,19076,6
4347,5240,10
4348,9190,5
4349,1985,10
4350,15506,8
4351,14140,1
4352,1069,9
4353,15577,1
4354,14119,10
4355,1043,13
4356,3863,5
4357,10778,8
4358,11234,9
4359,691,8
4360,697,9
4361,6798,4
4362,5747,3
4363,17528,6
4364,12216,8
4365,14351,7
4366,10015,5
4367,2569,6
4368,8924,2
4369,2934,1
4370,9942,3
4371,9885,4
4372,15515,14
4373,5330,4
4374,7275,6
4375,10801,1
4376,16584,15
4377,9524,6
4378,1819,3
4379,19944,9
4380,5058,8
4381,11700,15
4382,14225,7
4383,2573,7
4384,9727,8
4385,13169,10
4386,16764,1
4387,19621,3
4388,11046,5
4389,17615,3
4390,9101,5
4391,3718,9
4392,3724,13
4393,6073,6
4394,1746,5
4395,253,5
4396,12259,8
4397,2174,7
4398,8615,2
4399,13067,9
4400,5332,10
4401,3208,9
4402,4810,14
4403,10393,16
4404,5625,3
4405,5128,5
4406,13489,4
4407,12757,5
4408,15672,2
4409,19015,1
4410,7899,3
4411,9946,13
4412,8865,7
4413,12091,7
4414,9150,3
4415,13644,6
4416,18047,2
4417,11353,1
4418,14794,9
4419,14261,3
4420,11169,7
4421,12855,2
4422,7766,7
4423,2638,4
4424,14920,5
4425,3484,8
4426,7523,9
4427,4401,9
4428,8855,9
4429,18418,8
4430,17396,8
4431,14902,15
4432,7923,8
4433,12157,8
4434,12691,2
4435,319,9
4436,10358,2
4437,15926,1
4438,6681,9
4439,7725,7
4440,12580,1
4441,11789,9
4442,15711,3
4443,2779,7
4444,13506,2
4445,19508,2
4446,4596,4
4447,4927,5
4448,267,8
4449,6957,10
4450,10085,4
4451,4497,16
4452,13950,13
4453,8341,7
4454,12462,6
4455,19385,4
4456,6964,8
4457,19337,4
4458,4539,7
4459,18850,4
4460,14338,6
4461,1689,2
4462,19835,5
4463,6369,14
4464,1699,2
4465,17847,5
4466,17023,9
4467,5029,5
4468,452,3
4469,19898,7
4470,17812,4
4471,14044,5
4472,4601,5
4473,4409,4
4474,685,4
4475,16069,1
4476,17973,9
4477,5824,8
4478,973,6
4479,17374,11
4480,12999,4
4481,10052,3
4482,17295,5
4483,2884,7
4484,18435,7
4485,14502,3
4486,18789,9
4487,7573,7
4488,19006,13
4489,7596,2
4490,7561,10
4491,1290,5
4492,7510,11
4493,16255,7
4494,19895,9
4495,11878,2
4496,11838,12
4497,997,8
4498,16518,6
4499,16061,1
4500,6842,8
4501,11552,1
4502,3183,4
4503,5797,7
4504,14604,6
4505,9387,2
4506,9057,5
4507,16891,2
4508,13537,1
4509,10486,11
4510,13821,2
4511,14494,2
4512,1393,8
4513,15463,19
4514,10728,5
4515,8426,8
4516,15723,7
4517,7330,2
4518,1294,3
4519,11320,8
4520,274,5
4521,1302,2
4522,223,8
4523,8842,3
4524,3006,5
4525,4871,21
4526,5588,13
4527,14732,9
4528,3270,15
4529,9891,2
4530,8347,7
4531,1288,9
4532,6195,8
4533,6451,3
4534,15415,7
4535,14226,9
4536,968,11
4537,3555,9
4538,5942,9
4539,6138,6
4540,1659,4
4541,6813,1
4542,18908,9
4543,12038,1
4544,16089,6
4545,19955,4
4546,7092,2
4547,5155,6
4548,19932,8
4549,656,7
4550,8180,1
4551,10607,15
4552,7676,9
4553,16690,3
4554,8380,8
4555,12180,13
4556,10217,15
4557,17751,15
4558,9629,7
4559,4678,4
4560,923,8
4561,19167,8
4562,16505,15
4563,18545,1
4564,16536,6
4565,3489,8
4566,12967,21
4567,13655,8
4568,10725,9
4569,18676,12
4570,13522,7
4571,12899,12
4572,14918,2
4573,18862,4
4574,7494,7
4575,19798,8
4576,8394,1
4577,19522,5
4578,1489,4
4579,6977,3
4580,14173,5
4581,2574,9
4582,951,2
4583,14067,8
4584,17197,2
4585,9253,8
4586,11416,4
4587,14765,7
4588,18818,8
4589,18867,21
4590,2614,6
4591,2196,7
4592,9126,7
4593,5377,2
4594,6879,10
4595,9082,1
4596,15687,5
4597,663,8
4598,1589,1
4599,7090,26
4600,13168,10
4601,12806,7
4602,10219,11
4603,2469,1
4604,16288,4
4605,18687,4
4606,17886,5
4607,14636,3
4608,9768,7
4609,14358,6
4610,876,7
4611,4813,5
4612,9008,1
4613,11159,8
4614,2983,5
4615,5018,7
4616,5927,4
4617,8941,1
4618,19865,20
4619,19,10
4620,19516,7
4621,11690,7
4622,10592,13
4623,3460,2
4624,6922,2
4625,16730,1
4626,7761,4
4627,19135,15
4628,1262,3
4629,8676,4
4630,3855,6
4631,16822,6
4632,15326,3
4633,6124,2
4634,12954,3
4635,18172,3
4636,16135,5
4637,13232,9
4638,1484,8
4639,13205,8
4640,14517,4
4641,9977,1
4642,5237,9
4643,16419,5
4644,5233,7
4645,10159,1
4646,19791,7
4647,6835,16
4648,5619,5
4649,4643,5
4650,2636,3
4651,12316,9
4652,16696,9
4653,14622,9
4654,4314,14
4655,10661,9
4656,18061,2
4657,17252,12
4658,7820,5
4659,13823,2
4660,7891,2
4661,13131,1
4662,11918,8
4663,7393,9
4664,6952,11
4665,4197,15
4666,6183,9
4667,2,5
4668,4579,8
4669,18430,18
4670,8669,1
4671,10646,7
4672,8014,2
4673,3735,6
4674,6727,7
4675,4474,8
4676,14006,5
4677,18778,9
4678,11792,33
4679,8798,9
4680,3497,11
4681,2799,9
4682,2140,7
4683,9821,3
4684,2575,8
4685,19294,16
4686,17450,7
4687,15742,4
4688,7994,10
4689,2683,6
4690,16234,6
4691,14487,5
4692,9752,9
4693,9050,19
4694,15386,5
4695,5183,6
4696,19235,4
4697,2099,2
4698,12231,8
4699,19830,9
4700,8516,9
4701,17483,9
4702,5140,6
4703,17599,2
4704,16812,7
4705,16499,2
4706,11047,6
4707,8282,1
4708,18294,19
4709,1474,8
4710,17579,8
4711,6240,1
4712,6762,5
4713,6204,1
4714,16409,1
4715,378,9
4716,15787,9
4717,14125,8
4718,6910,3
4719,1349,6
4720,8776,2
4721,8964,4
4722,13013,10
4723,6614,4
4724,15513,9
4725,4808,6
4726,4081,9
4727,13513,5
4728,14582,2
4729,3786,11
4730,12736,1
4731,19475,8
4732,7151,9
4733,1848,8
4734,14013,15
4735,1167,3
4736,11517,8
4737,16943,8
4738,7502,4
4739,3950,4
4740,19678,3
4741,6180,6
4742,16463,7
4743,1022,1
4744,8367,13
4745,11649,5
4746,10262,4
4747,16126,7
4748,6655,6
4749,4429,8
4750,15720,13
4751,19599,9
4752,14651,4
4753,3107,3
4754,14130,15
4755,10824,2
4756,7645,7
4757,4533,3
4758,10612,2
4759,2828,2
4760,7366,8
4761,14610,1
4762,15332,2
4763,6920,1
4764,1334,4
4765,2465,9
4766,18108,8
4767,10976,16
4768,7131,9
4769,5873,8
4770,1678,4
4771,15734,5
4772,10306,9
4773,209,13
4774,10252,5
4775,17260,2
4776,19687,8
4777,8402,9
4778,6256,4
4779,761,1
4780,1084,9
4781,90,3
4782,10506,5
4783,15858,6
4784,7192,13
4785,18016,3
4786,5442,2
4787,9859,14
4788,3032,6
4789,8712,6
4790,3957,8
4791,4606,9
4792,16578,2
4793,15206,13
4794,7866,2
4795,4096,6
4796,5585,4
4797,3809,9
4798,19517,3
4799,3300,5
4800,3689,2
4801,11148,14
4802,14620,11
4803,6462,6
4804,13761,3
4805,9497,5
4806,16402,12
4807,19388,4
4808,19473,11
4809,10717,3
4810,18448,8
4811,15554,8
4812,5056,12
4813,629,9
4814,17636,7
4815,8797,5
4816,5839,12
4817,15780,11
4818,12070,15
4819,6791,7
4820,9398,11
4821,2736,3
4822,12265,5
4823,2224,8
4824,19690,5
4825,2410,5
4826,2426,7
4827,18380,28
4828,1354,4
4829,7971,10
4830,15416,10
4831,4654,4
4832,18999,5
4833,899,1
4834,16312,2
4835,5517,7
4836,4459,2
4837,17876,4
4838,4173,4
4839,12243,5
4840,5416,5
4841,8125,4
4842,2954,5
4843,13848,6
4844,11931,1
4845,5139,2
4846,19795,19
4847,4487,6
4848,17626,8
4849,4155,4
4850,2475,7
4851,7686,9
4852,14265,3
4853,18524,15
4854,18211,3
4855,16659,18
4856,12993,3
4857,7713,8
4858,5605,8
4859,3583,2
4860,2535,3
4861,19627,7
4862,10266,7
4863,431,6
4864,14424,7
4865,9494,16
4866,7361,17
4867,13512,9
4868,3339,1
4869,11556,11
4870,17168,8
4871,19423,5
4872,5708,5
4873,6613,2
4874,4291,16
4875,18960,5
4876,15256,5
4877,17141,9
4878,7396,6
4879,11352,9
4880,14379,7
4881,18260,3
4882,5366,7
4883,18916,4
4884,4295,9
4885,12662,6
4886,5646,3
4887,16175,7
4888,7245,2
4889,240,5
4890,15339,10
4891,5685,2
4892,11927,6
4893,7932,9
4894,17744,2
4895,9507,3
4896,9776,8
4897,12306,6
4898,18791,2
4899,14046,11
4900,7411,3
4901,17701,1
4902,11131,5
4903,10523,7
4904,14102,8
4905,15890,6
4906,81,7
4907,7022,2
4908,5908,2
4909,18276,9
4910,3541,2
4911,18254,6
4912,13194,4
4913,14155,6
4914,18270,7
4915,4021,1
4916,8533,4
4917,19739,4
4918,12277,4
4919,6711,4
4920,8005,5
4921,8809,5
4922,15864,7
4923,14151,8
4924,16013,8
4925,3342,5
4926,12550,7
4927,12291,15
4928,5068,9
4929,12314,3
4930,5376,3
4931,785,13
4932,14193,8
4933,15246,7
4934,8871,6
4935,15671,5
4936,14673,10
4937,17468,6
4938,10789,7
4939,8032,4
4940,15362,10
4941,8756,2
4942,5089,3
4943,11160,7
4944,3246,4
4945,18249,14
4946,3880,6
4947,7742,9
4948,722,12
4949,8482,5
4950,2474,15
4951,2288,9
4952,12499,4
4953,10050,10
4954,11059,13
4955,4477,1
4956,4198,5
4957,11738,4
4958,10891,7
4959,3350,1
4960,11895,11
4961,14258,1
4962,15429,8
4963,5285,25
4964,2166,5
4965,19765,1
4966,6933,3
4967,18973,9
4968,15239,1
4969,19576,5
4970,230,14
4971,3621,5
4972,19868,1
4973,19166,1
4974,8848,1
4975,7951,2
4976,10817,13
4977,5586,8
4978,4029,2
4979,1451,2
4980,4169,9
4981,4483,8
4982,11659,9
4983,1927,4
4984,1246,9
4985,18989,1
4986,17053,10
4987,9851,7
4988,11018,3
4989,4734,4
4990,10853,11
4991,9276,9
4992,16599,4
4993,14906,8
4994,6246,2
4995,19645,9
4996,3879,6
4997,16300,2
4998,17282,8
4999,7656,15
5000,713,9
5001,1205,7
5002,17355,3
5003,19594,6
5004,16680,1
5005,13504,11
5006,10131,5
5007,4000,8
5008,4919,6
5009,17478,15
5010,16239,6
5011,3953,5
5012,13802,6
5013,19674,10
5014,5893,6
5015,3820,4
5016,7901,6
5017,18931,3
5018,18681,4
5019,2688,9
5020,14871,8
5021,8337,3
5022,4168,17
5023,14056,3
5024,13141,3
5025,8765,4
5026,9315,36
5027,9308,9
5028,16087,8
5029,12948,4
5030,10995,2
5031,5702,3
5032,19555,5
5033,16021,2
5034,18499,3
5035,3852,7
5036,1462,12
5037,16609,7
5038,14546,6
5039,627,6
5040,376,3
5041,13246,2
5042,2711,13
5043,12166,12
5044,4370,5
5045,10598,8
5046,989,8
5047,13252,1
5048,10370,11
5049,7332,2
5050,17175,10
5051,5046,4
5052,13134,6
5053,7294,10
5054,1001,4
5055,10024,13
5056,1469,7
5057,2656,3
5058,17864,6
5059,5526,6
5060,19920,9
5061,8160,5
5062,17424,8
5063,13694,3
5064,1297,4
5065,12407,8
5066,12456,5
5067,3812,1
5068,13219,7
5069,8248,3
5070,12199,10
5071,10154,5
5072,9265,3
5073,4115,1
5074,15831,3
5075,13990,7
5076,2943,15
5077,11841,9
5078,9342,8
5079,1783,3
5080,7490,4
5081,1180,9
5082,3744,17
5083,11555,7
5084,5074,8
5085,11696,9
5086,12946,6
5087,10036,4
5088,1631,8
5089,14404,4
5090,606,6
5091,4375,1
5092,13986,5
5093,13066,8
5094,12071,13
5095,16693,6
5096,6193,7
5097,9213,2
5098,10450,7
5099,13347,8
5100,18836,3
5101,17570,8
5102,8170,1
5103,966,6
5104,6365,7
5105,4514,18
5106,10707,6
5107,6739,7
5108,12543,2
5109,15652,10
5110,14423,6
5111,18040,5
5112,10423,7
5113,2110,1
5114,15670,8
5115,6230,4
5116,18962,6
5117,9343,10
5118,9618,6
5119,2982,8
5120,6487,7
5121,1642,5
5122,18670,10
5123,1580,7
5124,16955,3
5125,15210,7
5126,2907,7
5127,12697,1
5128,14657,9
5129,13771,8
5130,17398,8
5131,16159,7
5132,19648,9
5133,16922,3
5134,10300,5
5135,12442,10
5136,3010,14
5137,11886,2
5138,15448,1
5139,13496,6
5140,16424,4
5141,7936,15
5142,18208,22
5143,7524,5
5144,2055,7
5145,8755,1
5146,19095,4
5147,4255,12
5148,4424,3
5149,13948,1
5150,2841,10
5151,17805,4
5152,4020,11
5153,18981,5
5154,11635,2
5155,18947,8
5156,8764,4
5157,15783,2
5158,3585,8
5159,3507,8
5160,13402,18
5161,17519,6
5162,10088,8
5163,15245,9
5164,8280,8
5165,18948,2
5166,6736,8
5167,17721,6
5168,13463,5
5169,7759,7
5170,15976,3
5171,18217,12
5172,8206,8
5173,19754,9
5174,9733,12
5175,15695,6
5176,18682,4
5177,19441,4
5178,15068,4
5179,16362,8
5180,19306,5
5181,13758,1
5182,9603,8
5183,12639,5
5184,16613,15
5185,19077,14
5186,19481,2
5187,17692,4
5188,16970,3
5189,16799,14
5190,3318,5
5191,16642,13
5192,10199,1
5193,4917,1
5194,1039,12
5195,19277,2
5196,11224,4
5197,12862,1
5198,3473,4
5199,13550,9
5200,8835,10
5201,14335,8
5202,11884,7
5203,10727,8
5204,2200,12
5205,5968,6
5206,7287,4
5207,10012,9
5208,14690,4
5209,13590,8
5210,13865,8
5211,15654,16
5212,6771,16
5213,12557,3
5214,1432,9
5215,10670,8
5216,13001,4
5217,1919,9
5218,16509,17
5219,11331,3
5220,11514,6
5221,5323,6
5222,9566,8
5223,14188,8
5224,538,9
5225,11968,5
5226,18616,5
5227,13053,2
5228,18663,1
5229,9615,9
5230,2815,7
5231,13348,4
5232,8208,2
5233,13100,4
5234,15472,4
5235,11179,9
5236,11001,12
5237,6546,7
5238,13650,7
5239,15517,2
5240,15862,8
5241,15360,10
5242,6988,4
5243,7684,3
5244,1449,5
5245,10118,12
5246,18243,7
5247,6547,8
5248,19654,10
5249,11340,2
5250,7606,18
5251,7370,9
5252,3490,23
5253,6310,13
5254,16335,1
5255,19733,3
5256,9858,6
5257,3870,10
5258,16401,4
5259,17794,7
5260,14666,8
5261,2658,3
5262,1721,3
5263,18070,4
5264,2173,8
5265,11485,4
5266,931,8
5267,3125,10
5268,13856,3
5269,14104,5
5270,6385,6
5271,6264,6
5272,1364,17
5273,6197,1
5274,16876,8
5275,9558,4
5276,16059,8
5277,788,9
5278,18277,4
5279,8142,16
5280,4016,4
5281,4508,1
5282,996,7
5283,9009,5
5284,6293,4
5285,17414,9
5286,2369,3
5287,2617,7
5288,13029,1
5289,1912,1
5290,4385,7
5291,2264,12
5292,19448,3
5293,9636,6
5294,17649,4
5295,15762,7
5296,782,2
5297,15668,15
5298,6568,2
5299,5443,4
5300,1514,2
5301,4193,9
5302,16437,5
5303,12198,7
5304,5396,6
5305,11461,17
5306,10401,5
5307,16794,8
5308,3584,1
5309,14780,3
5310,18147,8
5311,1481,9
5312,18457,4
5313,14524,7
5314,10357,2
5315,4087,6
5316,5393,10
5317,18030,7
5318,11433,12
5319,18437,5
5320,16723,4
5321,6390,9
5322,5047,10
5323,13642,7
5324,15535,14
5325,9504,8
5326,19663,4
5327,18341,5
5328,18311,9
5329,12482,6
5330,7716,1
5331,13558,1
5332,2641,8
5333,4237,8
5334,5885,9
5335,16982,8
5336,4281,6
5337,2231,2
5338,820,5
5339,8321,9
5340,3522,4
5341,8187,12
5342,17815,9
5343,7362,5
5344,1326,8
5345,9591,8
5346,11633,9
5347,1060,8
5348,16984,17
5349,14989,4
5350,11901,11
5351,13440,6
5352,16376,5
5353,2169,3
5354,10452,22
5355,2868,4
5356,10878,9
5357,13472,1
5358,2625,4
5359,2499,7
5360,8357,17
5361,10045,6
5362,18779,2
5363,2886,6
5364,17133,14
5365,19505,8
5366,8425,1
5367,2058,4
5368,2217,7
5369,9136,2
5370,41,12
5371,10109,7
5372,32,2
5373,8395,6
5374,9948,17
5375,3027,9
5376,423,6
5377,3329,4
5378,1881,6
5379,15208,8
5380,15560,6
5381,7542,3
5382,12275,15
5383,12600,3
5384,17668,8
5385,8706,5
5386,7980,5
5387,422,4
5388,8073,3
5389,5703,7
5390,12468,10
5391,17148,6
5392,19409,2
5393,12177,4
5394,9804,6
5395,9662,4
5396,3581,5
5397,19706,8
5398,2759,8
5399,11549,9
5400,14969,4
